Annual Avg Yield,Annual Avg Min Temp,Annual Avg Max Temp,Total Accumulated Rain,Total Accumulated Radiation,Class,avg,std,num stds
1.073333333,2.880187558,15.60503631,4767.2,771361.25,0,1.452725263,0.429985311,-0.882336954
1.12,2.880187558,15.60503631,4767.2,771361.25,0,1.452725263,0.429985311,-0.773806114
2.5625,3.356254449,15.04596884,4927.31,568223.75,2,1.452725263,0.429985311,2.58095965
2.64,3.356254449,15.04596884,4927.31,568223.75,2,1.452725263,0.429985311,2.761198366
2.59,3.356254449,15.04596884,4927.31,568223.75,2,1.452725263,0.429985311,2.644915324
2.5775,3.356254449,15.04596884,4927.31,568223.75,2,1.452725263,0.429985311,2.615844563
2.4625,3.356254449,15.04596884,4927.31,568223.75,2,1.452725263,0.429985311,2.348393566
2.555,3.356254449,15.04596884,4927.31,568223.75,2,1.452725263,0.429985311,2.563517194
2.705,3.356254449,15.04596884,4927.31,568223.75,2,1.452725263,0.429985311,2.91236632
2.505,3.356254449,15.04596884,4927.31,568223.75,2,1.452725263,0.429985311,2.447234152
2.655,3.356254449,15.04596884,4927.31,568223.75,2,1.452725263,0.429985311,2.796083278
2.5175,3.356254449,15.04596884,4927.31,568223.75,2,1.452725263,0.429985311,2.476304913
2.5525,3.356254449,15.04596884,4927.31,568223.75,2,1.452725263,0.429985311,2.557703042
2.515,3.356254449,15.04596884,4927.31,568223.75,2,1.452725263,0.429985311,2.47049076
2.6525,3.356254449,15.04596884,4927.31,568223.75,2,1.452725263,0.429985311,2.790269126
0.92,0.659758311,12.15662455,5039.01,746081.7,0,1.452725263,0.429985311,-1.238938283
0.953333333,0.659758311,12.15662455,5039.01,746081.7,0,1.452725263,0.429985311,-1.161416256
0.826666667,0.659758311,12.15662455,5039.01,746081.7,0,1.452725263,0.429985311,-1.455999961
0.95,0.659758311,12.15662455,5039.01,746081.7,0,1.452725263,0.429985311,-1.169168458
0.89,0.659758311,12.15662455,5039.01,746081.7,0,1.452725263,0.429985311,-1.308708108
0.893333333,0.659758311,12.15662455,5039.01,746081.7,0,1.452725263,0.429985311,-1.300955906
1.013333333,0.659758311,12.15662455,5039.01,746081.7,0,1.452725263,0.429985311,-1.021876605
1.13,0.659758311,12.15662455,5039.01,746081.7,0,1.452725263,0.429985311,-0.750549506
0.87,0.659758311,12.15662455,5039.01,746081.7,0,1.452725263,0.429985311,-1.355221325
0.91,0.659758311,12.15662455,5039.01,746081.7,0,1.452725263,0.429985311,-1.262194891
1.566666667,1.339418615,13.37147729,5227.48,1092756.38,1,1.452725263,0.429985311,0.264989063
1.493333333,1.339418615,13.37147729,5227.48,1092756.38,1,1.452725263,0.429985311,0.094440599
1.35,1.339418615,13.37147729,5227.48,1092756.38,1,1.452725263,0.429985311,-0.238904121
1.38,1.339418615,13.37147729,5227.48,1092756.38,1,1.452725263,0.429985311,-0.169134295
1.35,1.339418615,13.37147729,5227.48,1092756.38,1,1.452725263,0.429985311,-0.238904121
1.49,1.339418615,13.37147729,5227.48,1092756.38,1,1.452725263,0.429985311,0.086688397
1.436666667,1.339418615,13.37147729,5227.48,1092756.38,1,1.452725263,0.429985311,-0.037346847
1.323333333,1.339418615,13.37147729,5227.48,1092756.38,1,1.452725263,0.429985311,-0.300921744
1.513333333,1.339418615,13.37147729,5227.48,1092756.38,1,1.452725263,0.429985311,0.140953816
1.426666667,1.339418615,13.37147729,5227.48,1092756.38,1,1.452725263,0.429985311,-0.060603455
1.293333333,1.339418615,13.37147729,5227.48,1092756.38,1,1.452725263,0.429985311,-0.370691569
1.446666667,1.339418615,13.37147729,5227.48,1092756.38,1,1.452725263,0.429985311,-0.014090238
1.386666667,1.339418615,13.37147729,5227.48,1092756.38,1,1.452725263,0.429985311,-0.153629889
1.506666667,1.339418615,13.37147729,5227.48,1092756.38,1,1.452725263,0.429985311,0.125449412
1.46,1.339418615,13.37147729,5227.48,1092756.38,1,1.452725263,0.429985311,0.016918572
1.223333333,3.016331711,15.80458819,5420.95,1083330.58,0,1.452725263,0.429985311,-0.533487828
1.066666667,3.016331711,15.80458819,5420.95,1083330.58,0,1.452725263,0.429985311,-0.897841359
1.41,3.016331711,15.80458819,5420.95,1083330.58,1,1.452725263,0.429985311,-0.09936447
1.173333333,3.016331711,15.80458819,5420.95,1083330.58,0,1.452725263,0.429985311,-0.64977087
1.376666667,3.016331711,15.80458819,5420.95,1083330.58,1,1.452725263,0.429985311,-0.176886497
1.133333333,3.016331711,15.80458819,5420.95,1083330.58,0,1.452725263,0.429985311,-0.742797304
1.296666667,3.016331711,15.80458819,5420.95,1083330.58,1,1.452725263,0.429985311,-0.362939365
1.263333333,3.016331711,15.80458819,5420.95,1083330.58,1,1.452725263,0.429985311,-0.440461394
1.02,3.016331711,15.80458819,5420.95,1083330.58,0,1.452725263,0.429985311,-1.006372199
1.153333333,3.016331711,15.80458819,5420.95,1083330.58,0,1.452725263,0.429985311,-0.696284087
1.243333333,3.016331711,15.80458819,5420.95,1083330.58,1,1.452725263,0.429985311,-0.486974611
1.296666667,3.016331711,15.80458819,5420.95,1083330.58,1,1.452725263,0.429985311,-0.362939365
1.41,3.016331711,15.80458819,5420.95,1083330.58,1,1.452725263,0.429985311,-0.09936447
1.203333333,3.016331711,15.80458819,5420.95,1083330.58,0,1.452725263,0.429985311,-0.580001045
1.143333333,3.016331711,15.80458819,5420.95,1083330.58,0,1.452725263,0.429985311,-0.719540695
1.16,3.016331711,15.80458819,5420.95,1083330.58,0,1.452725263,0.429985311,-0.680779681
1.2,3.016331711,15.80458819,5420.95,1083330.58,0,1.452725263,0.429985311,-0.587753247
1.13,3.016331711,15.80458819,5420.95,1083330.58,0,1.452725263,0.429985311,-0.750549506
1.163333333,3.016331711,15.80458819,5420.95,1083330.58,0,1.452725263,0.429985311,-0.673027479
1.273333333,3.016331711,15.80458819,5420.95,1083330.58,1,1.452725263,0.429985311,-0.417204786
1.173333333,3.016331711,15.80458819,5420.95,1083330.58,0,1.452725263,0.429985311,-0.64977087
1.27,3.016331711,15.80458819,5420.95,1083330.58,1,1.452725263,0.429985311,-0.424956988
1.126666667,3.016331711,15.80458819,5420.95,1083330.58,0,1.452725263,0.429985311,-0.758301708
1.58,2.977616548,15.74789835,5426.99,762918.99,1,1.452725263,0.429985311,0.295997873
1.64,2.977616548,15.74789835,5426.99,762918.99,1,1.452725263,0.429985311,0.435537524
1.783333333,2.977616548,15.74789835,5426.99,762918.99,2,1.452725263,0.429985311,0.768882244
1.683333333,2.977616548,15.74789835,5426.99,762918.99,2,1.452725263,0.429985311,0.536316159
1.843333333,2.977616548,15.74789835,5426.99,762918.99,2,1.452725263,0.429985311,0.908421894
1.716666667,2.977616548,15.74789835,5426.99,762918.99,2,1.452725263,0.429985311,0.613838189
1.936666667,2.977616548,15.74789835,5426.99,762918.99,2,1.452725263,0.429985311,1.125483574
1.76,2.977616548,15.74789835,5426.99,762918.99,2,1.452725263,0.429985311,0.714616825
1.543333333,2.977616548,15.74789835,5426.99,762918.99,1,1.452725263,0.429985311,0.210723641
1.74,2.977616548,15.74789835,5426.99,762918.99,2,1.452725263,0.429985311,0.668103608
1.896666667,2.977616548,15.74789835,5426.99,762918.99,2,1.452725263,0.429985311,1.032457141
1.683333333,2.977616548,15.74789835,5426.99,762918.99,2,1.452725263,0.429985311,0.536316159
1.846666667,2.977616548,15.74789835,5426.99,762918.99,2,1.452725263,0.429985311,0.916174098
1.686666667,2.977616548,15.74789835,5426.99,762918.99,2,1.452725263,0.429985311,0.544068364
1.646666667,2.977616548,15.74789835,5426.99,762918.99,1,1.452725263,0.429985311,0.45104193
1.756666667,2.977616548,15.74789835,5426.99,762918.99,2,1.452725263,0.429985311,0.706864623
1.7,2.977616548,15.74789835,5426.99,762918.99,2,1.452725263,0.429985311,0.575077174
1.64,2.977616548,15.74789835,5426.99,762918.99,1,1.452725263,0.429985311,0.435537524
1.593333333,2.977616548,15.74789835,5426.99,762918.99,1,1.452725263,0.429985311,0.327006683
1.823333333,2.977616548,15.74789835,5426.99,762918.99,2,1.452725263,0.429985311,0.861908677
1.573333333,2.977616548,15.74789835,5426.99,762918.99,1,1.452725263,0.429985311,0.280493467
1.816666667,2.977616548,15.74789835,5426.99,762918.99,2,1.452725263,0.429985311,0.846404273
1.513333333,2.977616548,15.74789835,5426.99,762918.99,1,1.452725263,0.429985311,0.140953816
1.91,2.977616548,15.74789835,5426.99,762918.99,2,1.452725263,0.429985311,1.063465951
1.793333333,2.977616548,15.74789835,5426.99,762918.99,2,1.452725263,0.429985311,0.792138852
1,3.226346716,16.01764064,5471.07,1083330.58,0,1.452725263,0.429985311,-1.052885415
1.036666667,1.439452116,13.5460645,5665.98,1105412.81,0,1.452725263,0.429985311,-0.967611184
1.086666667,1.439452116,13.5460645,5665.98,1105412.81,0,1.452725263,0.429985311,-0.851328142
1.01,1.439452116,13.5460645,5665.98,1105412.81,0,1.452725263,0.429985311,-1.029628807
1.026666667,1.439452116,13.5460645,5665.98,1105412.81,0,1.452725263,0.429985311,-0.990867792
1.07,1.439452116,13.5460645,5665.98,1105412.81,0,1.452725263,0.429985311,-0.890089156
1.06,1.439452116,13.5460645,5665.98,1105412.81,0,1.452725263,0.429985311,-0.913345765
1.106666667,1.439452116,13.5460645,5665.98,1105412.81,0,1.452725263,0.429985311,-0.804814925
1.1,1.439452116,13.5460645,5665.98,1105412.81,0,1.452725263,0.429985311,-0.820319331
1.066666667,1.439452116,13.5460645,5665.98,1105412.81,0,1.452725263,0.429985311,-0.897841359
1.05,1.439452116,13.5460645,5665.98,1105412.81,0,1.452725263,0.429985311,-0.936602373
1.07,1.439452116,13.5460645,5665.98,1105412.81,0,1.452725263,0.429985311,-0.890089156
1.17,1.439452116,13.5460645,5665.98,1105412.81,0,1.452725263,0.429985311,-0.657523072
1.15,1.439452116,13.5460645,5665.98,1105412.81,0,1.452725263,0.429985311,-0.704036289
1.12,1.439452116,13.5460645,5665.98,1105412.81,0,1.452725263,0.429985311,-0.773806114
1.12,1.439452116,13.5460645,5665.98,1105412.81,0,1.452725263,0.429985311,-0.773806114
1.023333333,1.439452116,13.5460645,5665.98,1105412.81,0,1.452725263,0.429985311,-0.998619997
1.08,1.439452116,13.5460645,5665.98,1105412.81,0,1.452725263,0.429985311,-0.866832548
1.016666667,1.439452116,13.5460645,5665.98,1105412.81,0,1.452725263,0.429985311,-1.014124401
1.03,1.439452116,13.5460645,5665.98,1105412.81,0,1.452725263,0.429985311,-0.98311559
1.083333333,1.439452116,13.5460645,5665.98,1105412.81,0,1.452725263,0.429985311,-0.859080346
2.555,2.927414332,14.42807294,5688.72,988078.64,2,1.452725263,0.429985311,2.563517194
2.0775,2.927414332,14.42807294,5688.72,988078.64,2,1.452725263,0.429985311,1.453014142
2.1475,2.927414332,14.42807294,5688.72,988078.64,2,1.452725263,0.429985311,1.615810401
2.12,2.927414332,14.42807294,5688.72,988078.64,2,1.452725263,0.429985311,1.551854728
2.065,2.927414332,14.42807294,5688.72,988078.64,2,1.452725263,0.429985311,1.423943381
1.875,2.927414332,14.42807294,5688.72,988078.64,2,1.452725263,0.429985311,0.982067821
1.7375,2.927414332,14.42807294,5688.72,988078.64,2,1.452725263,0.429985311,0.662289456
2.11,2.927414332,14.42807294,5688.72,988078.64,2,1.452725263,0.429985311,1.528598119
1.503333333,1.345687315,12.45681439,6160.62,1056650.65,1,1.452725263,0.429985311,0.117697208
1.393333333,1.345687315,12.45681439,6160.62,1056650.65,1,1.452725263,0.429985311,-0.138125485
1.713333333,1.345687315,12.45681439,6160.62,1056650.65,2,1.452725263,0.429985311,0.606085985
1.42,1.345687315,12.45681439,6160.62,1056650.65,1,1.452725263,0.429985311,-0.076107862
1.526666667,1.345687315,12.45681439,6160.62,1056650.65,1,1.452725263,0.429985311,0.171962629
1.72,1.345687315,12.45681439,6160.62,1056650.65,2,1.452725263,0.429985311,0.621590391
1.613333333,1.345687315,12.45681439,6160.62,1056650.65,1,1.452725263,0.429985311,0.3735199
1.553333333,1.345687315,12.45681439,6160.62,1056650.65,1,1.452725263,0.429985311,0.23398025
1.42,1.345687315,12.45681439,6160.62,1056650.65,1,1.452725263,0.429985311,-0.076107862
1.51,1.345687315,12.45681439,6160.62,1056650.65,1,1.452725263,0.429985311,0.133201614
1.64,1.345687315,12.45681439,6160.62,1056650.65,1,1.452725263,0.429985311,0.435537524
1.59,1.345687315,12.45681439,6160.62,1056650.65,1,1.452725263,0.429985311,0.319254481
1.5,1.345687315,12.45681439,6160.62,1056650.65,1,1.452725263,0.429985311,0.109945006
1.593333333,1.345687315,12.45681439,6160.62,1056650.65,1,1.452725263,0.429985311,0.327006683
1.413333333,1.345687315,12.45681439,6160.62,1056650.65,1,1.452725263,0.429985311,-0.091612268
1.556666667,1.345687315,12.45681439,6160.62,1056650.65,1,1.452725263,0.429985311,0.241732454
1.58,1.345687315,12.45681439,6160.62,1056650.65,1,1.452725263,0.429985311,0.295997873
1.46,1.345687315,12.45681439,6160.62,1056650.65,1,1.452725263,0.429985311,0.016918572
1.513333333,1.345687315,12.45681439,6160.62,1056650.65,1,1.452725263,0.429985311,0.140953816
1.433333333,1.345687315,12.45681439,6160.62,1056650.65,1,1.452725263,0.429985311,-0.045099051
1.386666667,1.345687315,12.45681439,6160.62,1056650.65,1,1.452725263,0.429985311,-0.153629889
1.473333333,1.345687315,12.45681439,6160.62,1056650.65,1,1.452725263,0.429985311,0.047927382
1.2,1.345687315,12.45681439,6160.62,1056650.65,0,1.452725263,0.429985311,-0.587753247
1.42,1.345687315,12.45681439,6160.62,1056650.65,1,1.452725263,0.429985311,-0.076107862
1.653333333,1.345687315,12.45681439,6160.62,1056650.65,1,1.452725263,0.429985311,0.466546334
1.44,1.345687315,12.45681439,6160.62,1056650.65,1,1.452725263,0.429985311,-0.029594645
1.59,1.345687315,12.45681439,6160.62,1056650.65,1,1.452725263,0.429985311,0.319254481
1.663333333,1.345687315,12.45681439,6160.62,1056650.65,1,1.452725263,0.429985311,0.489802942
1.136666667,3.016331711,15.80458819,6272.54,1202348.77,0,1.452725263,0.429985311,-0.7350451
2.556666667,0.647127941,13.68111164,6753.96,1090064.9,2,1.452725263,0.429985311,2.567393296
2.015,2.309735594,14.7785379,7132.56,1021534.34,2,1.452725263,0.429985311,1.307660339
2.005,2.309735594,14.7785379,7132.56,1021534.34,2,1.452725263,0.429985311,1.284403731
2.0075,2.309735594,14.7785379,7132.56,1021534.34,2,1.452725263,0.429985311,1.290217883
1.9275,2.309735594,14.7785379,7132.56,1021534.34,2,1.452725263,0.429985311,1.104165016
2.1025,2.309735594,14.7785379,7132.56,1021534.34,2,1.452725263,0.429985311,1.511155663
2.0925,2.309735594,14.7785379,7132.56,1021534.34,2,1.452725263,0.429985311,1.487899055
2.0575,2.309735594,14.7785379,7132.56,1021534.34,2,1.452725263,0.429985311,1.406500925
2.0075,2.309735594,14.7785379,7132.56,1021534.34,2,1.452725263,0.429985311,1.290217883
1.2075,3.943957246,16.40337541,7223.81,1026752.66,0,1.452725263,0.429985311,-0.570310791
1.0925,3.943957246,16.40337541,7223.81,1026752.66,0,1.452725263,0.429985311,-0.837761788
1.1175,3.943957246,16.40337541,7223.81,1026752.66,0,1.452725263,0.429985311,-0.779620266
1.3075,3.943957246,16.40337541,7223.81,1026752.66,1,1.452725263,0.429985311,-0.337744706
1.0375,3.943957246,16.40337541,7223.81,1026752.66,0,1.452725263,0.429985311,-0.965673134
1.2325,3.943957246,16.40337541,7223.81,1026752.66,0,1.452725263,0.429985311,-0.51216927
1.345,3.943957246,16.40337541,7223.81,1026752.66,1,1.452725263,0.429985311,-0.250532425
1.1175,3.943957246,16.40337541,7223.81,1026752.66,0,1.452725263,0.429985311,-0.779620266
1.1525,3.943957246,16.40337541,7223.81,1026752.66,0,1.452725263,0.429985311,-0.698222137
1.36,3.943957246,16.40337541,7223.81,1026752.66,1,1.452725263,0.429985311,-0.215647512
1.2225,3.943957246,16.40337541,7223.81,1026752.66,0,1.452725263,0.429985311,-0.535425878
1.1675,3.943957246,16.40337541,7223.81,1026752.66,0,1.452725263,0.429985311,-0.663337224
1.175,3.943957246,16.40337541,7223.81,1026752.66,0,1.452725263,0.429985311,-0.645894768
1.0675,3.943957246,16.40337541,7223.81,1026752.66,0,1.452725263,0.429985311,-0.895903309
1.19,3.943957246,16.40337541,7223.81,1026752.66,0,1.452725263,0.429985311,-0.611009855
1.4575,4.032111034,16.06333101,7281.4,1039989.14,1,1.452725263,0.429985311,0.01110442
1.395,4.032111034,16.06333101,7281.4,1039989.14,1,1.452725263,0.429985311,-0.134249383
1.555,4.032111034,16.06333101,7281.4,1039989.14,1,1.452725263,0.429985311,0.237856352
1.313333333,4.032111034,16.06333101,7281.4,1039989.14,1,1.452725263,0.429985311,-0.324178352
1.55,4.032111034,16.06333101,7281.4,1039989.14,1,1.452725263,0.429985311,0.226228048
1.5875,4.032111034,16.06333101,7281.4,1039989.14,1,1.452725263,0.429985311,0.313440329
1.4725,4.032111034,16.06333101,7281.4,1039989.14,1,1.452725263,0.429985311,0.045989333
1.4425,4.032111034,16.06333101,7281.4,1039989.14,1,1.452725263,0.429985311,-0.023780493
1.3625,4.032111034,16.06333101,7281.4,1039989.14,1,1.452725263,0.429985311,-0.20983336
1.3475,4.032111034,16.06333101,7281.4,1039989.14,1,1.452725263,0.429985311,-0.244718273
1.5325,4.032111034,16.06333101,7281.4,1039989.14,1,1.452725263,0.429985311,0.185528983
1.3975,4.032111034,16.06333101,7281.4,1039989.14,1,1.452725263,0.429985311,-0.128435231
1.4225,4.032111034,16.06333101,7281.4,1039989.14,1,1.452725263,0.429985311,-0.07029371
1.5475,4.032111034,16.06333101,7281.4,1039989.14,1,1.452725263,0.429985311,0.220413896
1.4675,4.032111034,16.06333101,7281.4,1039989.14,1,1.452725263,0.429985311,0.034361028
1.5125,4.032111034,16.06333101,7281.4,1039989.14,1,1.452725263,0.429985311,0.139015766
1.4325,4.032111034,16.06333101,7281.4,1039989.14,1,1.452725263,0.429985311,-0.047037101
1.4975,4.032111034,16.06333101,7281.4,1039989.14,1,1.452725263,0.429985311,0.104130854
1.4425,4.032111034,16.06333101,7281.4,1039989.14,1,1.452725263,0.429985311,-0.023780493
1.5525,4.032111034,16.06333101,7281.4,1039989.14,1,1.452725263,0.429985311,0.2320422
1.45,4.032111034,16.06333101,7281.4,1039989.14,1,1.452725263,0.429985311,-0.006338036
1.51,4.032111034,16.06333101,7281.4,1039989.14,1,1.452725263,0.429985311,0.133201614
1.56,4.032111034,16.06333101,7281.4,1039989.14,1,1.452725263,0.429985311,0.249484656
1.4325,4.032111034,16.06333101,7281.4,1039989.14,1,1.452725263,0.429985311,-0.047037101
1.4625,4.032111034,16.06333101,7281.4,1039989.14,1,1.452725263,0.429985311,0.022732724
1.45,4.032111034,16.06333101,7281.4,1039989.14,1,1.452725263,0.429985311,-0.006338036
1.4325,4.032111034,16.06333101,7281.4,1039989.14,1,1.452725263,0.429985311,-0.047037101
1.545,4.032111034,16.06333101,7281.4,1039989.14,1,1.452725263,0.429985311,0.214599744
1.3125,4.032111034,16.06333101,7281.4,1039989.14,1,1.452725263,0.429985311,-0.326116402
1.4675,4.032111034,16.06333101,7281.4,1039989.14,1,1.452725263,0.429985311,0.034361028
1.5375,4.032111034,16.06333101,7281.4,1039989.14,1,1.452725263,0.429985311,0.197157287
0.883333333,0.29421894,11.65794382,7350.07,1076901.18,0,1.452725263,0.429985311,-1.324212514
0.913333333,0.29421894,11.65794382,7350.07,1076901.18,0,1.452725263,0.429985311,-1.254442689
0.82,0.29421894,11.65794382,7350.07,1076901.18,0,1.452725263,0.429985311,-1.471504367
0.976666667,0.29421894,11.65794382,7350.07,1076901.18,0,1.452725263,0.429985311,-1.107150834
0.936666667,0.29421894,11.65794382,7350.07,1076901.18,0,1.452725263,0.429985311,-1.200177268
0.87,0.29421894,11.65794382,7350.07,1076901.18,0,1.452725263,0.429985311,-1.355221325
0.903333333,0.29421894,11.65794382,7350.07,1076901.18,0,1.452725263,0.429985311,-1.277699298
0.93,0.29421894,11.65794382,7350.07,1076901.18,0,1.452725263,0.429985311,-1.215681674
0.69,0.29421894,11.65794382,7350.07,1076901.18,0,1.452725263,0.429985311,-1.773840277
0.846666667,0.29421894,11.65794382,7350.07,1076901.18,0,1.452725263,0.429985311,-1.409486744
1.435,2.750785519,14.51573123,8891.55,1023645.28,1,1.452725263,0.429985311,-0.041222949
1.555,2.750785519,14.51573123,8891.55,1023645.28,1,1.452725263,0.429985311,0.237856352
1.65,2.750785519,14.51573123,8891.55,1023645.28,1,1.452725263,0.429985311,0.458794132
1.5125,2.750785519,14.51573123,8891.55,1023645.28,1,1.452725263,0.429985311,0.139015766
1.3875,2.750785519,14.51573123,8891.55,1023645.28,1,1.452725263,0.429985311,-0.151691839
1.4725,2.750785519,14.51573123,8891.55,1023645.28,1,1.452725263,0.429985311,0.045989333
1.4825,2.750785519,14.51573123,8891.55,1023645.28,1,1.452725263,0.429985311,0.069245941
1.43,2.750785519,14.51573123,8891.55,1023645.28,1,1.452725263,0.429985311,-0.052851253
1.525,2.750785519,14.51573123,8891.55,1023645.28,1,1.452725263,0.429985311,0.168086527
1.4275,2.750785519,14.51573123,8891.55,1023645.28,1,1.452725263,0.429985311,-0.058665405
1.5625,2.750785519,14.51573123,8891.55,1023645.28,1,1.452725263,0.429985311,0.255298808
1.3875,2.750785519,14.51573123,8891.55,1023645.28,1,1.452725263,0.429985311,-0.151691839
1.5925,2.750785519,14.51573123,8891.55,1023645.28,1,1.452725263,0.429985311,0.325068634
1.325,1.91720147,13.66144478,8956.75,1448202.96,1,1.452725263,0.429985311,-0.297045642
1.365,1.91720147,13.66144478,8956.75,1448202.96,1,1.452725263,0.429985311,-0.204019208
1.275,1.91720147,13.66144478,8956.75,1448202.96,1,1.452725263,0.429985311,-0.413328684
1.2725,1.91720147,13.66144478,8956.75,1448202.96,1,1.452725263,0.429985311,-0.419142836
1.3025,1.91720147,13.66144478,8956.75,1448202.96,1,1.452725263,0.429985311,-0.349373011
1.2475,1.91720147,13.66144478,8956.75,1448202.96,1,1.452725263,0.429985311,-0.477284357
1.14,1.91720147,13.66144478,8956.75,1448202.96,0,1.452725263,0.429985311,-0.727292898
1.2125,1.91720147,13.66144478,8956.75,1448202.96,0,1.452725263,0.429985311,-0.558682486
1.15,1.91720147,13.66144478,8956.75,1448202.96,0,1.452725263,0.429985311,-0.704036289
1.19,1.91720147,13.66144478,8956.75,1448202.96,0,1.452725263,0.429985311,-0.611009855
1.2175,1.91720147,13.66144478,8956.75,1448202.96,0,1.452725263,0.429985311,-0.547054182
1.26,1.91720147,13.66144478,8956.75,1448202.96,1,1.452725263,0.429985311,-0.448213596
1.0625,3.591394938,16.21538159,9273.53,1491423.95,0,1.452725263,0.429985311,-0.907531613
1.1425,3.591394938,16.21538159,9273.53,1491423.95,0,1.452725263,0.429985311,-0.721478745
1.145,3.591394938,16.21538159,9273.53,1491423.95,0,1.452725263,0.429985311,-0.715664593
1.0975,3.591394938,16.21538159,9273.53,1491423.95,0,1.452725263,0.429985311,-0.826133483
1.1425,3.591394938,16.21538159,9273.53,1491423.95,0,1.452725263,0.429985311,-0.721478745
1.1875,3.591394938,16.21538159,9273.53,1491423.95,0,1.452725263,0.429985311,-0.616824008
1.09,3.591394938,16.21538159,9273.53,1491423.95,0,1.452725263,0.429985311,-0.84357594
1.105,3.591394938,16.21538159,9273.53,1491423.95,0,1.452725263,0.429985311,-0.808691027
0.9975,3.591394938,16.21538159,9273.53,1491423.95,0,1.452725263,0.429985311,-1.058699568
1.175,3.591394938,16.21538159,9273.53,1491423.95,0,1.452725263,0.429985311,-0.645894768
1.09,3.591394938,16.21538159,9273.53,1491423.95,0,1.452725263,0.429985311,-0.84357594
1.15,3.591394938,16.21538159,9273.53,1491423.95,0,1.452725263,0.429985311,-0.704036289
1.175,3.591394938,16.21538159,9273.53,1491423.95,0,1.452725263,0.429985311,-0.645894768
1.0525,3.591394938,16.21538159,9273.53,1491423.95,0,1.452725263,0.429985311,-0.930788221
1.1025,3.591394938,16.21538159,9273.53,1491423.95,0,1.452725263,0.429985311,-0.814505179
1.1575,3.591394938,16.21538159,9273.53,1491423.95,0,1.452725263,0.429985311,-0.686593833
1.145,3.591394938,16.21538159,9273.53,1491423.95,0,1.452725263,0.429985311,-0.715664593
1.15,3.591394938,16.21538159,9273.53,1491423.95,0,1.452725263,0.429985311,-0.704036289
1.1125,3.591394938,16.21538159,9273.53,1491423.95,0,1.452725263,0.429985311,-0.791248571
1.065,3.591394938,16.21538159,9273.53,1491423.95,0,1.452725263,0.429985311,-0.901717461
1.1775,3.591394938,16.21538159,9273.53,1491423.95,0,1.452725263,0.429985311,-0.640080616
1.0825,3.591394938,16.21538159,9273.53,1491423.95,0,1.452725263,0.429985311,-0.861018396
1.0975,3.591394938,16.21538159,9273.53,1491423.95,0,1.452725263,0.429985311,-0.826133483
1.0925,3.591394938,16.21538159,9273.53,1491423.95,0,1.452725263,0.429985311,-0.837761788
1.1775,3.591394938,16.21538159,9273.53,1491423.95,0,1.452725263,0.429985311,-0.640080616
1.0825,3.591394938,16.21538159,9273.53,1491423.95,0,1.452725263,0.429985311,-0.861018396
1.08,3.591394938,16.21538159,9273.53,1491423.95,0,1.452725263,0.429985311,-0.866832548
1.12,3.591394938,16.21538159,9273.53,1491423.95,0,1.452725263,0.429985311,-0.773806114
1.0225,3.591394938,16.21538159,9273.53,1491423.95,0,1.452725263,0.429985311,-1.000558046
1.1225,3.591394938,16.21538159,9273.53,1491423.95,0,1.452725263,0.429985311,-0.767991962
1.19,3.591394938,16.21538159,9273.53,1491423.95,0,1.452725263,0.429985311,-0.611009855
1.895,2.623295278,15.39917584,9329.6,1492976.59,2,1.452725263,0.429985311,1.028581038
2.175,2.623295278,15.39917584,9329.6,1492976.59,2,1.452725263,0.429985311,1.679766074
1.935,2.623295278,15.39917584,9329.6,1492976.59,2,1.452725263,0.429985311,1.121607472
1.83,2.623295278,15.39917584,9329.6,1492976.59,2,1.452725263,0.429985311,0.877413084
2.0675,2.623295278,15.39917584,9329.6,1492976.59,2,1.452725263,0.429985311,1.429757534
2.0025,2.623295278,15.39917584,9329.6,1492976.59,2,1.452725263,0.429985311,1.278589579
1.91,2.623295278,15.39917584,9329.6,1492976.59,2,1.452725263,0.429985311,1.063465951
1.8575,2.623295278,15.39917584,9329.6,1492976.59,2,1.452725263,0.429985311,0.941368757
1.9175,2.623295278,15.39917584,9329.6,1492976.59,2,1.452725263,0.429985311,1.080908407
1.8975,2.623295278,15.39917584,9329.6,1492976.59,2,1.452725263,0.429985311,1.03439519
2.0725,2.623295278,15.39917584,9329.6,1492976.59,2,1.452725263,0.429985311,1.441385838
1.955,2.623295278,15.39917584,9329.6,1492976.59,2,1.452725263,0.429985311,1.168120689
2.1775,2.623295278,15.39917584,9329.6,1492976.59,2,1.452725263,0.429985311,1.685580226
2.285,2.623295278,15.39917584,9329.6,1492976.59,2,1.452725263,0.429985311,1.935588767
1.95,2.623295278,15.39917584,9329.6,1492976.59,2,1.452725263,0.429985311,1.156492385
2.1475,2.623295278,15.39917584,9329.6,1492976.59,2,1.452725263,0.429985311,1.615810401
2.005,2.623295278,15.39917584,9329.6,1492976.59,2,1.452725263,0.429985311,1.284403731
1.9675,2.623295278,15.39917584,9329.6,1492976.59,2,1.452725263,0.429985311,1.197191449
1.7825,2.623295278,15.39917584,9329.6,1492976.59,2,1.452725263,0.429985311,0.766944194
1.6925,2.623295278,15.39917584,9329.6,1492976.59,2,1.452725263,0.429985311,0.557634718
2.08,2.623295278,15.39917584,9329.6,1492976.59,2,1.452725263,0.429985311,1.458828294
